Algorithm,Instance,MetricName,ExecutionId,MetricValue,Evaluation,Time
AutoMOPSORE,DTLZ3,GD,2,0.4341159632432573,600,84.285
AutoMOPSORE,DTLZ3,GD,2,0.3536214023975017,700,98.65
AutoMOPSORE,DTLZ3,GD,2,0.29633876359345773,800,106.759
AutoMOPSORE,DTLZ3,GD,2,0.2564498342331632,900,126.11
AutoMOPSORE,DTLZ3,GD,2,0.2212481056715263,1000,135.572
AutoMOPSORE,DTLZ3,GD,2,0.18319890172555184,1100,149.88
AutoMOPSORE,DTLZ3,GD,2,0.1679948214767715,1200,169.389
AutoMOPSORE,DTLZ3,GD,2,0.13263827091518407,1300,185.487
AutoMOPSORE,DTLZ3,GD,2,0.09777964168535225,1400,199.681
AutoMOPSORE,DTLZ3,GD,2,0.09777964168535225,1500,205.59
AutoMOPSORE,DTLZ3,GD,2,0.08224808145976803,1600,224.983
AutoMOPSORE,DTLZ3,GD,2,0.07390393610738474,1700,237.715
AutoMOPSORE,DTLZ3,GD,2,0.06795711717057874,1800,255.195
AutoMOPSORE,DTLZ3,GD,2,0.057828918840979834,1900,270.162
AutoMOPSORE,DTLZ3,GD,2,0.057828918840979834,2000,289.157
AutoMOPSORE,DTLZ3,GD,2,0.05346033825024877,2100,303.385
AutoMOPSORE,DTLZ3,GD,2,0.05345787542752206,2200,315.762
AutoMOPSORE,DTLZ3,GD,2,0.03858243893384897,2300,331.076
AutoMOPSORE,DTLZ3,GD,2,0.03858243893384897,2400,336.622
AutoMOPSORE,DTLZ3,GD,2,0.021898289179933056,2500,341.915
AutoMOPSORE,DTLZ3,GD,3,1.167177760875805,100,14.621
AutoMOPSORE,DTLZ3,GD,3,0.9537082306855901,200,32.233
AutoMOPSORE,DTLZ3,GD,3,0.7955505899966707,300,47.421
AutoMOPSORE,DTLZ3,GD,3,0.6611499830570999,400,58.696
AutoMOPSORE,DTLZ3,GD,3,0.5204766786675966,500,69.96
AutoMOPSORE,DTLZ3,GD,3,0.44232546031524245,600,84.285
AutoMOPSORE,DTLZ3,GD,3,0.35294619128894905,700,98.65
AutoMOPSORE,DTLZ3,GD,3,0.3043827121324949,800,106.759
AutoMOPSORE,DTLZ3,GD,3,0.2586106968135155,900,126.11
AutoMOPSORE,DTLZ3,GD,3,0.22781319351665358,1000,135.572
AutoMOPSORE,DTLZ3,GD,3,0.1952886719600482,1100,149.88
AutoMOPSORE,DTLZ3,GD,3,0.16186028839375574,1200,169.389
AutoMOPSORE,DTLZ3,GD,3,0.1336321758075397,1300,185.487
AutoMOPSORE,DTLZ3,GD,3,0.10067253343821163,1400,199.681
AutoMOPSORE,DTLZ3,GD,3,0.10067253343821163,1500,205.59
AutoMOPSORE,DTLZ3,GD,3,0.08428072443973846,1600,224.983
AutoMOPSORE,DTLZ3,GD,3,0.0728177397888053,1700,237.715
AutoMOPSORE,DTLZ3,GD,3,0.07036389870726135,1800,255.195
AutoMOPSORE,DTLZ3,GD,3,0.059196155701628235,1900,270.162
AutoMOPSORE,DTLZ3,GD,3,0.059196155701628235,2000,289.157
AutoMOPSORE,DTLZ3,GD,3,0.05307211840342266,2100,303.385
AutoMOPSORE,DTLZ3,GD,3,0.05234766937515537,2200,315.762
AutoMOPSORE,DTLZ3,GD,3,0.0396340443816401,2300,331.076
AutoMOPSORE,DTLZ3,GD,3,0.03877018933426055,2400,336.622
AutoMOPSORE,DTLZ3,GD,3,0.022266353654619125,2500,341.915
AutoMOPSORE,DTLZ3,GD,4,1.1164484672614365,100,14.621
AutoMOPSORE,DTLZ3,GD,4,0.932030333045747,200,32.233
AutoMOPSORE,DTLZ3,GD,4,0.7838432640760593,300,47.421
AutoMOPSORE,DTLZ3,GD,4,0.6198654208955284,400,58.696
AutoMOPSORE,DTLZ3,GD,4,0.5152052700897818,500,69.96
AutoMOPSORE,DTLZ3,GD,4,0.4262443419130773,600,84.285
AutoMOPSORE,DTLZ3,GD,4,0.3392663624293422,700,98.65
AutoMOPSORE,DTLZ3,GD,4,0.29079584245540663,800,106.759
AutoMOPSORE,DTLZ3,GD,4,0.24122626693932175,900,126.11
AutoMOPSORE,DTLZ3,GD,4,0.21383162962458546,1000,135.572
AutoMOPSORE,DTLZ3,GD,4,0.18388695243220804,1100,149.88
AutoMOPSORE,DTLZ3,GD,4,0.15259992260539998,1200,169.389
AutoMOPSORE,DTLZ3,GD,4,0.1329436486150939,1300,185.487
AutoMOPSORE,DTLZ3,GD,4,0.09607641602625334,1400,199.681
AutoMOPSORE,DTLZ3,GD,4,0.0947410789045444,1500,205.59
AutoMOPSORE,DTLZ3,GD,4,0.08161345314522221,1600,224.983
AutoMOPSORE,DTLZ3,GD,4,0.06962409713511666,1700,237.715
AutoMOPSORE,DTLZ3,GD,4,0.06380300518749238,1800,255.195
AutoMOPSORE,DTLZ3,GD,4,0.05991959639715128,1900,270.162
AutoMOPSORE,DTLZ3,GD,4,0.05745615145450675,2000,289.157
AutoMOPSORE,DTLZ3,GD,4,0.05072047814781224,2100,303.385
AutoMOPSORE,DTLZ3,GD,4,0.0496506155124066,2200,315.762
AutoMOPSORE,DTLZ3,GD,4,0.03638616007592974,2300,331.076
AutoMOPSORE,DTLZ3,GD,4,0.03638616007592974,2400,336.622
AutoMOPSORE,DTLZ3,GD,4,0.022168273812713288,2500,341.915
AutoMOPSORE,DTLZ3,GD,5,1.1828116701663816,100,14.621
AutoMOPSORE,DTLZ3,GD,5,1.0115197309704325,200,32.233
AutoMOPSORE,DTLZ3,GD,5,0.8086572995397144,300,47.421
AutoMOPSORE,DTLZ3,GD,5,0.6666533275232978,400,58.696
AutoMOPSORE,DTLZ3,GD,5,0.5353455362194584,500,69.96
AutoMOPSORE,DTLZ3,GD,5,0.44082782144664634,600,84.285
AutoMOPSORE,DTLZ3,GD,5,0.35836720174437814,700,98.65
AutoMOPSORE,DTLZ3,GD,5,0.3068952844143782,800,106.759
AutoMOPSORE,DTLZ3,GD,5,0.26225543985603533,900,126.11
AutoMOPSORE,DTLZ3,GD,5,0.2240997749543783,1000,135.572
AutoMOPSORE,DTLZ3,GD,5,0.1962993887079764,1100,149.88
AutoMOPSORE,DTLZ3,GD,5,0.1655531979769875,1200,169.389
AutoMOPSORE,DTLZ3,GD,5,0.1387031576632804,1300,185.487
AutoMOPSORE,DTLZ3,GD,5,0.10208423193964879,1400,199.681
AutoMOPSORE,DTLZ3,GD,5,0.09957680123069138,1500,205.59
AutoMOPSORE,DTLZ3,GD,5,0.08767823571495212,1600,224.983
AutoMOPSORE,DTLZ3,GD,5,0.07318198175227247,1700,237.715
AutoMOPSORE,DTLZ3,GD,5,0.07139249605663443,1800,255.195
AutoMOPSORE,DTLZ3,GD,5,0.0599788268921112,1900,270.162
AutoMOPSORE,DTLZ3,GD,5,0.0599788268921112,2000,289.157
